society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,pooja room,store room,study room,others,furniture_labels,luxury_score,latitude,longitude
bptp terra,flat,sector 37d,1.8,8215.0,4,3,3,6.0,relatively new,2025.0,1,1,0,1,0,0,35,28.4478,76.9703
conscient heritage max,flat,sector 102,2.5,11633.0,3,4,3+,10.0,new property,1945.0,1,0,0,1,0,2,35,28.475,76.9715
raheja teachers apartments,flat,sector 31,1.2,7272.0,3,2,2,6.0,moderately new,1450.0,0,0,0,0,1,1,75,28.4528,77.0498
umang winter hills,flat,sector 77,0.75,5588.0,2,2,2,2.0,relatively new,1180.0,0,0,0,0,0,2,136,28.3801,76.9845
ambience creacions,flat,sector 22,3.5,19444.0,3,4,3+,6.0,new property,2000.0,1,0,0,0,0,2,48,28.5072,77.064
emaar palm gardens,flat,sector 83,1.3,11868.0,3,3,3,2.0,relatively new,1387.0,1,0,0,0,0,2,136,28.3986,76.9647
antriksh heights,flat,sector 84,0.89,4370.0,3,3,3,6.0,relatively new,1833.0,0,1,0,0,0,0,52,28.3979,76.9736
independent,house,sector 8,1.6,3186.0,4,6,1,3.0,relatively new,558.0,0,0,0,0,0,0,0,28.3738,76.897
m3m soulitude,flat,sector 89,1.25,8784.0,3,3,No,4.0,relatively new,1423.0,0,0,0,0,0,0,52,28.4253,76.9439
dlf regal gardens,flat,sector 90,1.25,10416.0,3,3,3,12.0,moderately new,1437.0,1,0,0,0,0,0,71,28.4085,76.9369
smart world gems,flat,sector 89,1.1,9972.0,3,1,No,2.0,relatively new,1103.0,0,0,0,0,0,0,45,28.4253,76.9439
dlf regal gardens,flat,sector 90,1.26,7403.0,3,3,3,12.0,relatively new,1603.0,0,0,0,0,1,2,28,28.4085,76.9369
emaar palm gardens,flat,sector 83,1.75,9210.0,3,3,3,10.0,relatively new,1600.0,1,0,0,0,0,2,112,28.3986,76.9647
vatika the seven lamps,flat,sector 82,0.94,6567.0,2,2,2,12.0,relatively new,1299.0,0,0,0,1,0,2,74,28.3935,76.96
ild grand centra,flat,sector 37c,0.95,5220.0,3,1,No,10.0,relatively new,1820.0,0,0,0,0,0,0,0,28.4515,76.9882
m3m capital,flat,sector 113,1.83,13969.0,2,2,No,8.0,relatively new,1310.0,0,0,0,0,0,0,59,28.5287,77.0233
ats kocoon,flat,sector 109,1.7,9742.0,3,3,3,8.0,moderately new,1550.0,0,0,0,0,0,0,35,28.5073,77.0089
dlf the skycourt,flat,sector 86,1.56,8087.0,3,4,3+,10.0,relatively new,1580.0,0,0,1,0,0,0,136,28.3986,76.9384
ireo the corridors,flat,sector 67a,2.08,12044.0,3,3,2,2.0,under construction,1563.0,0,0,0,0,1,0,46,28.396,77.0372
tulip violet,flat,sector 69,1.7,8623.0,4,4,1,12.0,relatively new,1783.0,0,0,0,0,0,0,75,28.3966,77.0341
prime habitat,flat,sector 99a,0.32,4657.0,2,2,1,6.0,relatively new,601.0,0,0,0,0,0,0,35,28.4561,76.9542
shapoorji pallonji joyville gurugram,flat,sector 102,1.95,13928.0,3,3,3,8.0,new property,1616.0,0,1,0,0,0,2,136,28.475,76.9715
central park flower valley,flat,sector 33,1.35,10384.0,3,2,2,4.0,new property,1444.0,0,0,0,0,0,0,58,28.442,77.0207
shree vardhman mantra,flat,sector 67,0.56,7000.0,2,2,1,4.0,new property,889.0,0,0,0,0,0,0,52,28.3859,77.0608
umang winter hills,flat,sector 77,1.1,5296.0,3,4,3+,6.0,relatively new,1829.0,1,0,0,0,0,0,35,28.3801,76.9845
emaar gurgaon greens,flat,sector 102,1.45,8787.0,3,3,2,6.0,relatively new,1493.0,1,0,0,0,0,0,136,28.475,76.9715
bptp terra,flat,sector 37d,1.71,7804.0,3,3,3+,6.0,relatively new,2191.0,0,0,0,1,0,0,23,28.4478,76.9703
indiabulls enigma,flat,sector 110,4.49,11572.0,5,5,3+,6.0,relatively new,3511.0,1,0,0,0,0,0,127,28.5145,77.0197
international city by sobha phase 2,house,sector 109,6.44,26502.0,4,5,3+,3.0,new property,2430.0,1,1,1,1,0,0,107,28.5073,77.0089
m3m heights,flat,sector 65,1.95,16000.0,2,2,3,8.0,under construction,1141.0,0,0,0,0,0,0,35,28.403,77.069
signature global synera,flat,sector 81,0.4,6319.0,2,2,1,12.0,relatively new,586.0,0,0,0,0,0,0,23,28.3867,76.9485
m3m merlin,flat,sector 67,3.32,14079.0,3,4,3,10.0,new property,2016.0,1,0,0,0,0,2,136,28.3859,77.0608
m3m capital,flat,sector 113,2.51,14800.0,3,3,3+,2.0,relatively new,1695.95,0,0,0,1,0,0,35,28.5287,77.0233
ireo victory valley,flat,sector 67,3.5,14583.0,3,4,3,6.0,relatively new,2490.0,1,1,0,0,0,2,120,28.3859,77.0608
vatika the seven lamps,house,sector 82,1.6,6597.0,4,4,3+,16.0,moderately new,2425.0,1,0,0,0,0,0,77,28.3935,76.96
m3m skycity,flat,sector 65,2.8,15317.0,3,3,No,6.0,relatively new,1828.03,0,0,0,0,0,0,30,28.403,77.069
unitech sunbreeze,flat,sector 69,0.75,6849.0,2,2,2,2.0,under construction,991.0,0,0,0,0,0,0,0,28.3966,77.0341
ireo the corridors,flat,sector 67a,1.5,11111.0,2,2,2,2.0,relatively new,1500.0,0,0,1,0,0,2,30,28.396,77.0372
godrej,flat,sector 79,1.29,8206.0,2,2,3,10.0,new property,1423.0,0,0,0,0,0,0,0,28.3624,76.9787
alpha corp gurgaonone,flat,sector 84,2.2,6406.0,4,4,3+,10.0,relatively new,3108.0,1,0,0,0,0,0,75,28.3979,76.9736
bestech park view sanskruti,flat,sector 92,1.6,8020.0,3,4,3+,2.0,relatively new,1615.0,1,0,0,0,1,2,136,28.4079,76.9153
ss the leaf,flat,sector 85,1.11,6851.0,2,2,3,4.0,relatively new,1630.0,0,0,1,0,0,0,136,28.4042,76.9513
godrej oasis,flat,sector 88a,1.38,6679.0,3,3,3+,6.0,relatively new,2296.0,1,0,0,0,0,0,50,28.4347,76.9557
ss hibiscus,flat,sector 50,6.0,12272.0,4,3,3,6.0,moderately new,3982.0,1,0,0,0,0,0,23,28.4178,77.0628
lotus homz,flat,sector 111,0.36,8888.0,1,1,1,4.0,relatively new,450.0,0,0,0,0,0,0,35,28.5238,77.032
shree vardhman victoria,flat,sector 70,1.8,9230.0,3,3,3+,8.0,new property,1765.0,0,0,0,0,1,2,35,28.3968,77.0233
shapoorji pallonji joyville gurugram,flat,sector 102,0.95,10383.0,2,2,2,6.0,relatively new,915.0,0,0,0,0,0,0,0,28.475,76.9715
experion windchants,flat,sector 112,5.49,11584.0,4,5,3+,4.0,relatively new,3655.35,1,0,0,0,0,2,130,28.5189,77.0183
mapsko casa bella,flat,sector 82,1.38,5443.0,4,5,3+,6.0,relatively new,2294.0,1,0,0,0,0,0,57,28.3935,76.96
tulip violet,flat,sector 69,1.4,8928.0,3,3,1,12.0,relatively new,1419.0,0,0,0,0,0,0,119,28.3966,77.0341
sobha city,flat,sector 108,3.75,14938.0,3,3,2,8.0,new property,2120.0,1,0,0,0,0,0,69,28.5134,76.983
shree kirpalu gi sector 52,flat,sector 52,1.45,7631.0,3,3,3+,10.0,relatively new,1800.0,0,0,0,0,1,2,87,28.4379,77.0785
adani m2k oyster grande,flat,sector 102,2.5,7817.0,4,5,3+,10.0,relatively new,2600.0,1,1,0,0,0,2,136,28.475,76.9715
independent,house,sector 26,7.0,39265.0,5,5,2,3.0,relatively new,1782.76,1,0,0,0,0,0,0,28.4757,77.1032
the castle society,flat,sector 56,2.0,8695.0,4,4,2,4.0,under construction,2081.0,0,0,0,0,0,0,0,28.4245,77.0991
vatika sovereign next sector-82 a gurgaon,flat,sector 82a,2.91,6700.0,4,4,3,4.0,under construction,3902.0,1,0,1,1,0,2,57,28.3858,76.9686
experion windchants,flat,sector 112,3.4,12134.0,3,3,2,8.0,relatively new,2225.56,0,0,0,0,0,2,121,28.5189,77.0183
vatika india next,house,sector 82,6.8,20988.0,4,4,3+,3.0,relatively new,3240.0,1,0,0,0,0,1,81,28.3935,76.96
independent,house,sector 12,3.5,14787.0,8,8,3+,3.0,relatively new,4800.0,1,1,0,1,0,1,61,28.4723,77.032
la vida by tata housing,flat,sector 113,1.45,11363.0,2,2,2,6.0,relatively new,1080.0,0,0,0,0,0,0,58,28.5287,77.0233
the close north,flat,sector 50,2.92,11209.0,3,3,3,2.0,moderately new,2600.0,1,0,0,0,0,2,136,28.4178,77.0628
independent,house,sector 39,7.0,10000.0,10,11,3+,4.0,relatively new,7000.0,0,1,0,0,0,2,29,28.4434,77.0515
lotus homz,flat,sector 111,0.7,10057.0,2,2,2,6.0,relatively new,773.0,0,0,0,0,0,0,52,28.5238,77.032
the close north,flat,sector 50,2.65,10685.0,3,4,3+,8.0,moderately new,2470.0,1,0,0,0,0,2,136,28.4178,77.0628
indiabulls enigma,flat,sector 110,3.45,10147.0,4,4,3,10.0,moderately new,3077.0,1,0,0,0,0,2,96,28.5145,77.0197
pgr shree kripaluji apartment,flat,sector 52,1.4,6086.0,3,3,3+,4.0,relatively new,2556.0,0,0,0,0,0,2,66,28.4379,77.0785
ss the coralwood,flat,sector 84,1.1,5820.0,3,3,3+,12.0,moderately new,1710.0,0,0,0,0,0,2,82,28.3979,76.9736
dlf the grove,flat,sector 43,6.0,25000.0,4,4,2,6.0,relatively new,2667.0,1,0,0,0,0,2,35,28.4629,77.0772
international city by sobha phase 1,house,sector 109,6.3,9000.0,4,5,3+,2.0,relatively new,7000.0,0,0,0,0,0,2,93,28.5073,77.0089
gls avenue 51,flat,sector 92,0.45,6000.0,3,3,1,4.0,relatively new,833.0,0,0,0,0,0,0,0,28.4079,76.9153
uppal southend,house,sector 49,4.4,15278.0,6,6,3,3.0,moderately new,2880.0,1,1,1,1,0,1,81,28.4121,77.048
sukhshanti apartment,flat,sector 56,1.7,7727.0,3,3,3,4.0,moderately new,2200.0,0,0,0,1,0,0,35,28.4245,77.0991
gls avenue 51,flat,sector 92,0.21,6953.0,1,1,1,4.0,relatively new,336.0,0,0,0,0,0,0,50,28.4079,76.9153
independent,house,sector 50,11.58,35741.0,5,5,3,2.0,moderately new,3240.0,1,0,0,0,0,0,20,28.4178,77.0628
godrej frontier,flat,sector 80,1.6,7000.0,3,3,3,6.0,moderately new,2047.0,1,0,0,0,0,0,45,28.3659,76.9557
tata primanti,flat,sector 72,5.25,15648.0,4,4,3+,10.0,new property,3000.0,1,0,0,0,0,2,136,28.4225,77.0211
ats tourmaline,flat,sector 109,1.45,6744.0,3,4,3+,10.0,relatively new,1797.0,1,0,0,0,0,0,63,28.5073,77.0089
independent,house,sector 28,10.5,32407.0,5,6,3+,3.0,new property,3240.0,1,1,0,1,0,2,115,28.4728,77.0865
ss the leaf,flat,sector 85,1.85,7682.0,3,4,3,2.0,relatively new,2179.0,1,0,0,1,0,2,35,28.4042,76.9513
tulip violet,flat,sector 69,1.29,8227.0,3,3,1,12.0,relatively new,1419.0,0,1,0,0,0,2,73,28.3966,77.0341
ramsons kshitij,flat,sector 95,0.32,4500.0,2,2,1,4.0,relatively new,563.0,0,0,0,0,1,1,23,28.4172,76.9081
godrej aria,flat,sector 79,1.3,8843.0,2,2,2,4.0,relatively new,1330.0,0,0,0,1,0,2,99,28.3624,76.9787
adani m2k oyster grande,flat,sector 102,4.55,10000.0,4,4,3+,4.0,relatively new,4630.0,0,0,0,0,0,2,52,28.475,76.9715
alpha corp gurgaonone,flat,sector 84,2.24,6523.0,4,4,3,12.0,relatively new,3165.0,1,0,0,0,0,0,20,28.3979,76.9736
not applicable,house,sector 4,0.65,13000.0,2,1,1,3.0,moderately new,500.0,0,0,0,0,0,0,7,28.4738,77.0107
supertech araville,flat,sector 79,0.78,6024.0,2,2,3+,6.0,new property,1172.0,0,0,0,0,1,0,52,28.3624,76.9787
denso haryana housing society,flat,manesar,0.9,4308.0,3,3,3+,6.0,moderately new,2321.0,1,0,0,0,0,0,7,28.3515,76.9428
independent,house,sector 23,2.9,11600.0,4,4,3,2.0,relatively new,2500.0,1,0,0,0,0,2,29,28.5121,77.0478
nitin vihar,house,sector 33,0.85,9444.0,3,2,0,1.0,relatively new,900.0,0,0,0,0,0,0,15,28.442,77.0207
tulip purple,flat,sector 69,1.8,9000.0,4,5,3+,8.0,relatively new,2200.0,1,0,0,0,0,0,127,28.3966,77.0341
ambience creacions,flat,sector 22,6.16,20533.0,4,5,3+,8.0,new property,3333.0,1,1,0,0,0,2,35,28.5072,77.064
independent,house,sector 7,0.69,9103.0,1,1,1,2.0,relatively new,758.0,0,0,0,0,0,0,0,28.4644,77.0143
vatika the seven lamps,flat,sector 82,0.85,6538.0,2,2,2,6.0,relatively new,1176.0,0,0,0,0,0,2,35,28.3935,76.96
shapoorji pallonji joyville gurugram,flat,sector 102,0.97,16454.0,2,2,2,6.0,relatively new,742.0,0,0,0,0,0,0,113,28.475,76.9715
independent,house,sector 12,2.75,12343.0,6,6,2,2.0,relatively new,2228.0,0,0,0,0,0,0,0,28.4723,77.032
ss the leaf,flat,sector 85,1.09,6666.0,2,2,3,4.0,relatively new,1638.0,0,0,1,0,0,0,136,28.4042,76.9513
indiabulls centrum park,flat,sector 103,2.14,7443.0,4,6,3+,4.0,relatively new,2718.0,1,0,0,0,0,0,113,28.4949,76.9845
rof ananda,flat,sector 95,0.26,6842.0,1,1,1,4.0,new property,422.0,0,0,0,0,0,0,35,28.4172,76.9081
independent,house,sector 54,3.51,12342.0,4,4,3,4.0,new property,2844.0,1,0,0,0,0,0,59,28.4348,77.1089
independent,house,sector 53,4.65,17574.0,5,5,3+,1.0,moderately new,2646.0,0,0,0,0,0,2,0,28.4433,77.0948
independent,house,sector 36,0.66,7168.0,2,2,3,4.0,new property,823.0,0,0,0,0,0,0,0,28.416,76.9914
godrej nature plus,flat,sector 33,1.65,8266.0,3,3,3,2.0,relatively new,2218.0,1,0,0,0,0,0,28,28.442,77.0207
ansal heights 86,flat,sector 86,0.64,4706.0,2,2,1,8.0,new property,1360.0,0,0,0,0,0,0,64,28.3986,76.9384
ramprastha skyz,flat,sector 37d,1.25,7250.0,3,3,3+,2.0,relatively new,1725.0,0,0,0,0,0,0,8,28.4478,76.9703
the serenas,flat,sector 36,0.42,7910.0,2,2,1,4.0,relatively new,590.0,0,0,0,0,0,0,0,28.416,76.9914
mahindra aura,flat,sector 110,1.4,9655.0,3,3,3,6.0,relatively new,1550.0,0,0,0,0,0,2,113,28.5145,77.0197
ss the leaf,flat,sector 85,1.31,7987.0,2,2,2,6.0,relatively new,1822.0,1,0,0,0,0,0,74,28.4042,76.9513
sare crescent parc royal greens phase 1,flat,sector 92,1.0,3713.0,4,4,3,6.0,new property,1828.0,0,0,0,0,0,0,23,28.4079,76.9153
vipul tatvam villa,house,sector 48,8.5,26235.0,4,6,3,3.0,old property,3240.0,1,1,0,0,1,0,35,28.4177,77.0359
raheja revanta,flat,sector 78,4.75,16885.0,3,3,2,8.0,relatively new,2813.0,1,0,0,0,0,0,76,28.3733,76.9729
umang monsoon breeze,flat,sector 78,1.05,5666.0,3,3,3,8.0,moderately new,1853.0,0,0,0,0,0,0,0,28.3733,76.9729
dlf the grove,flat,sector 54,5.7,41245.0,3,3,3,4.0,relatively new,1381.99,0,0,0,0,0,0,39,28.4348,77.1089
cghs airport apartment,flat,sector 47,1.8,6000.0,4,4,3+,8.0,moderately new,2857.0,0,0,1,0,0,2,91,28.4276,77.0492
"godrej 101, sector 79",flat,sector 79,1.25,9038.0,2,2,3,4.0,relatively new,1383.0,0,0,0,0,0,0,0,28.3624,76.9787
ansal housing highland park,flat,sector 103,0.88,6429.0,2,2,3,10.0,new property,1232.0,0,0,0,0,0,0,44,28.4949,76.9845
wings apartment,flat,sector 9,1.2,6666.0,4,3,2,6.0,moderately new,2000.0,0,0,0,0,0,2,23,28.4603,77.0
sushant lok 1 builder floors,house,sector 43,10.85,28841.0,8,8,3,3.0,moderately new,3762.0,1,1,1,1,0,1,122,28.4629,77.0772
smart world orchard,flat,sector 61,1.7,15000.0,2,2,2,4.0,under construction,1278.0,0,0,0,0,0,0,16,28.405,77.0963
central park flower valley aqua front towers,flat,sector 33,1.7,9449.0,3,3,3+,6.0,new property,1697.0,0,0,0,0,0,2,36,28.442,77.0207
m3m merlin,flat,sector 67,2.98,14557.0,3,3,3,8.0,relatively new,2047.13,0,0,0,0,1,2,35,28.3859,77.0608
bestech park view residency,flat,sector 2,1.4,7865.0,3,3,3+,8.0,old property,1611.0,0,0,0,0,0,1,90,28.5095,77.032
independent,house,sector 14,3.4,15111.0,3,3,3,1.0,old property,2250.0,0,0,0,0,0,0,27,28.4711,77.0454
conscient heritage max,flat,sector 102,2.2,10237.0,3,4,3+,10.0,relatively new,1186.0,1,0,0,1,0,2,37,28.475,76.9715
sare crescent parc,flat,sector 92,0.92,4854.0,4,5,3+,10.0,moderately new,1895.0,0,0,0,0,0,2,107,28.4079,76.9153
vatika gurgaon,flat,sector 83,0.98,8166.0,2,2,3,12.0,relatively new,1300.0,0,0,0,0,0,2,67,28.3986,76.9647
huda flats,house,sector 7,2.3,17037.0,5,3,3+,3.0,old property,1350.0,1,1,0,1,0,0,22,28.4644,77.0143
signature global orchard avenue,flat,sector 93,0.4,7359.0,2,2,2,6.0,new property,604.0,0,0,0,0,0,0,28,28.4153,76.9326
dlf new town heights,flat,sector 86,1.25,6476.0,3,4,3+,2.0,relatively new,1747.0,1,1,0,0,0,0,43,28.3986,76.9384
ireo victory valley,flat,sector 67,3.49,13000.0,3,3,3,6.0,relatively new,2724.0,1,0,0,0,0,0,88,28.3859,77.0608
vatika lifestyle homes,flat,sector 83,1.05,7500.0,3,2,2,8.0,moderately new,1600.0,0,0,0,0,0,2,89,28.3986,76.9647
independent,house,sector 25,6.6,36667.0,6,7,3+,2.0,moderately new,1799.98,1,0,0,1,0,2,98,28.4844,77.086
tulip violet,flat,sector 69,1.55,9822.0,3,3,2,10.0,relatively new,1428.0,0,1,0,0,0,2,100,28.3966,77.0341
ansal heights 86,flat,sector 86,0.87,5367.0,2,2,1,12.0,new property,1231.0,0,0,0,0,1,2,37,28.3986,76.9384
m3m sierra 68,flat,sector 68,1.08,8674.0,2,2,3,8.0,relatively new,1130.0,0,0,0,0,0,2,120,28.3853,77.0484
ats triumph,flat,sector 104,2.62,8317.0,4,4,3+,10.0,relatively new,2851.0,1,0,0,0,0,0,136,28.4788,76.996
adani m2k oyster grande,flat,sector 102,2.4,9305.0,3,4,3+,2.0,relatively new,2334.0,0,0,0,1,0,2,35,28.475,76.9715
independent,house,sector 45,4.49,24455.0,3,9,3+,3.0,moderately new,1836.03,0,0,0,0,1,2,67,28.4466,77.066
m3m heights,flat,sector 65,2.78,15200.0,3,3,3,6.0,relatively new,1828.95,0,0,0,0,0,0,48,28.403,77.069
sare crescent parc royal greens phase 1,flat,sector 92,0.65,4512.0,3,3,3,16.0,moderately new,1304.0,0,0,0,0,0,0,74,28.4079,76.9153
indiabulls enigma,flat,sector 110,3.4,10000.0,4,5,3,10.0,relatively new,3000.0,1,0,0,0,0,0,114,28.5145,77.0197
dlf the skycourt,flat,sector 86,1.55,8031.0,3,3,3,10.0,relatively new,1900.0,0,0,0,0,0,0,35,28.3986,76.9384
central park flower valley aqua front towers,flat,sector 33,2.96,13870.0,4,4,3,10.0,new property,2371.0,1,0,0,0,0,2,16,28.442,77.0207
ss the leaf,flat,sector 85,1.07,6524.0,2,2,3,6.0,relatively new,1484.0,0,1,0,0,0,0,52,28.4042,76.9513
bptp park generations,flat,sector 37d,1.5,9868.0,3,2,3+,10.0,relatively new,1376.0,0,0,0,0,0,0,28,28.4478,76.9703
emaar imperial gardens,flat,sector 102,1.85,9135.0,3,3,3+,8.0,relatively new,2250.0,1,0,0,0,0,2,66,28.475,76.9715
m3m skywalk,flat,sector 74,1.5,12500.0,2,2,3,12.0,relatively new,1300.0,0,0,1,0,0,0,136,28.4158,77.0118
unitech palms south city 1,house,sector 41,9.25,28549.0,9,9,3+,4.0,moderately new,5000.0,1,1,1,1,0,2,51,28.4557,77.0632
independent,house,sector 10a,3.6,19608.0,3,4,3,3.0,moderately new,1835.99,0,1,0,0,0,2,21,28.4469,77.0106
dlf belvedere towers,flat,sector 25,3.4,13765.0,4,4,3,8.0,old property,2744.0,1,0,0,0,0,0,21,28.4844,77.086
nirvana cedar crest,house,sector 50,3.99,8866.0,4,5,3+,4.0,new property,4500.0,1,1,0,0,0,2,98,28.4178,77.0628
ss the leaf,flat,sector 85,1.15,10017.0,2,2,3+,2.0,relatively new,1380.0,0,0,1,0,0,0,127,28.4042,76.9513
independent,house,sector 7,1.55,13889.0,2,2,2,1.0,moderately new,1080.0,0,0,0,0,0,2,47,28.4644,77.0143
ss the leaf,flat,sector 85,1.1,12471.0,2,2,3,12.0,relatively new,1173.0,0,0,0,1,0,0,60,28.4042,76.9513
ambience creacions,flat,sector 22,2.55,13709.0,3,3,3,10.0,relatively new,1860.09,0,0,0,0,1,2,103,28.5072,77.064
shyam apartment,flat,sector 3,0.26,3714.0,2,1,2,2.0,relatively new,611.0,0,0,0,0,0,0,0,28.4909,77.0176
ambience lagoon,flat,sector 24,4.25,13281.0,3,4,3+,10.0,old property,3201.0,1,1,0,0,0,2,114,28.4939,77.1038
professors enclave cghs,flat,sector 56,1.54,8324.0,3,3,2,6.0,old property,1920.0,1,1,0,0,0,2,91,28.4245,77.0991
ireo skyon,flat,sector 60,3.75,13392.0,4,4,3,12.0,relatively new,2650.0,1,0,0,0,0,2,35,28.4003,77.0975
ansal celebrity homes,house,sector 2,5.2,10000.0,4,5,2,1.0,relatively new,5200.0,0,0,0,0,0,0,0,28.5095,77.032
vatika sovereign park,flat,sector 99,3.2,9922.0,4,4,No,10.0,relatively new,3225.0,0,0,0,0,0,0,23,28.464,76.9614
ss,flat,sector 85,1.98,8222.0,3,4,3,4.0,relatively new,2300.0,0,0,0,0,0,0,28,28.4042,76.9513
international city by sobha phase 2,house,sector 109,7.0,12963.0,5,6,2,2.0,relatively new,5400.0,1,0,0,0,0,0,116,28.5073,77.0089
independent,house,sector 43,5.75,29716.0,4,4,2,2.0,old property,1934.98,1,1,1,0,0,0,29,28.4629,77.0772
ansal heights 86,flat,sector 86,0.9,5325.0,3,3,2,8.0,new property,1690.0,0,0,0,0,0,0,20,28.3986,76.9384
signature global solera 2,flat,sector 107,0.5,8928.0,2,2,2,10.0,new property,622.0,0,0,0,0,0,0,8,28.5052,76.9729
corona optus,flat,sector 37c,1.5,6361.0,3,4,3+,10.0,new property,2134.0,1,0,0,0,1,0,66,28.4515,76.9882
dlf the ultima,flat,sector 81,2.2,10461.0,3,3,3+,8.0,relatively new,1570.0,1,1,0,1,1,1,35,28.3867,76.9485
uppal southend,house,sector 49,3.75,25562.0,2,6,3+,3.0,moderately new,1467.02,0,0,0,1,0,2,21,28.4121,77.048
ansal sushant lok 2,house,sector 56,3.4,22222.0,6,6,3+,2.0,moderately new,1530.02,0,0,0,0,0,2,29,28.4245,77.0991
vatika inxt floors,flat,sector 82a,0.75,7500.0,2,2,2,2.0,relatively new,1000.0,0,0,0,0,0,0,0,28.3858,76.9686
independent,house,sector 40,2.15,23889.0,3,3,3,3.0,moderately new,900.0,0,1,1,1,0,0,31,28.4498,77.0567
emaar mgf palm terraces select,flat,sector 66,3.4,14107.0,4,4,3+,2.0,relatively new,2210.0,1,0,0,0,0,2,128,28.3925,77.0541
godrej nature plus,flat,sector 33,1.1,7971.0,2,2,2,4.0,relatively new,1533.0,0,0,0,0,0,0,56,28.442,77.0207
spaze privy,flat,sector 72,3.1,6692.0,4,5,3+,4.0,moderately new,3374.0,1,1,1,1,0,0,105,28.4225,77.0211
sare homes,flat,sector 92,1.12,5358.0,4,4,2,12.0,relatively new,2322.0,1,0,0,0,0,0,63,28.4079,76.9153
independent,house,sector 12,0.7,6034.0,3,3,0,1.0,relatively new,1160.0,0,0,0,0,0,0,14,28.4723,77.032
ansal housing highland park,flat,sector 103,2.0,7490.0,4,5,3+,4.0,new property,2416.0,1,0,0,0,0,0,37,28.4949,76.9845
house number b-34,house,sector 5,0.8,8888.0,2,2,1,1.0,old property,900.0,0,0,0,0,0,0,0,28.4794,77.0176
independent,house,sector 5,3.5,14787.0,5,4,2,2.0,old property,2367.0,0,1,0,0,1,0,22,28.4794,77.0176
bptp terra,flat,sector 37d,1.95,14444.0,4,3,3,2.0,relatively new,1650.0,0,0,0,0,0,0,37,28.4478,76.9703
m3m heights,flat,sector 65,2.25,13608.0,2,2,3,4.0,relatively new,1592.0,0,0,0,0,0,0,39,28.403,77.069
chd avenue,flat,sector 71,1.35,5744.0,4,4,3,10.0,moderately new,2127.0,1,0,0,0,0,0,21,28.4104,77.0281
vatika gurgaon,flat,sector 83,1.25,6313.0,3,3,2,12.0,moderately new,1700.0,1,0,0,0,0,0,73,28.3986,76.9647
independent,house,sector 23,5.0,16244.0,4,4,2,2.0,old property,3078.0,0,0,0,0,0,0,7,28.5121,77.0478
zara aavaas,flat,sector 104,0.49,6577.0,3,2,2,4.0,under construction,695.0,0,0,0,0,0,0,57,28.4788,76.996
international city by sobha phase 2,house,sector 109,8.48,23556.0,4,6,3+,3.0,new property,3600.0,1,1,1,1,0,0,122,28.5073,77.0089
signature global park 4,flat,sector 36,0.72,6660.0,3,2,3,2.0,under construction,978.0,0,0,0,0,0,0,0,28.416,76.9914
lavanya apartments,flat,sector 81,0.9,5056.0,3,3,No,8.0,relatively new,1780.0,0,0,0,0,0,0,0,28.3867,76.9485
dlf regal gardens,flat,sector 90,1.23,7052.0,3,3,2,8.0,relatively new,1578.0,0,0,0,0,1,0,6,28.4085,76.9369
emaar mgf emerald floors premier,flat,sector 65,2.65,16060.0,3,3,3,2.0,relatively new,1650.06,1,0,0,1,0,0,28,28.403,77.069
bptp terra,flat,sector 37d,1.17,8297.0,2,2,2,8.0,relatively new,1276.0,0,0,0,0,0,0,90,28.4478,76.9703
signature global city 92,flat,sector 92,0.78,11142.0,2,2,3,2.0,relatively new,846.0,0,0,0,0,1,0,16,28.4079,76.9153
independent,house,sector 26,4.6,12198.0,4,4,3+,2.0,old property,3771.0,0,0,0,0,0,0,28,28.4757,77.1032
ss hibiscus,house,sector 50,12.5,40850.0,4,4,3+,2.0,relatively new,3059.98,1,0,0,1,0,1,122,28.4178,77.0628
umang winter hills,flat,sector 77,1.2,6586.0,3,3,3,8.0,relatively new,1822.0,0,0,0,0,0,0,39,28.3801,76.9845
ss,flat,sector 85,1.2,7151.0,2,2,3,8.0,relatively new,1660.0,0,0,0,0,0,0,35,28.4042,76.9513
tulip violet,flat,sector 69,1.3,8445.0,3,3,1,12.0,relatively new,1392.0,0,1,0,0,0,2,81,28.3966,77.0341
tulip violet,flat,sector 69,1.38,8972.0,3,3,1,12.0,relatively new,1709.0,0,0,0,0,0,0,136,28.3966,77.0341
tulip violet,flat,sector 69,1.38,8972.0,3,3,1,12.0,relatively new,1392.0,0,0,0,0,0,0,119,28.3966,77.0341
godrej nature plus,flat,sector 33,1.2,12000.0,2,2,3+,2.0,relatively new,1111.0,0,0,0,0,0,0,81,28.442,77.0207
puri diplomatic greens,flat,sector 111,3.65,12372.0,4,5,3+,8.0,moderately new,2670.0,1,0,0,0,0,0,103,28.5238,77.032
emaar imperial gardens,flat,sector 102,2.05,9876.0,3,4,3+,6.0,relatively new,2250.0,1,0,0,0,0,0,92,28.475,76.9715
emaar gurgaon greens,flat,sector 102,1.45,8787.0,3,3,3,6.0,relatively new,1300.0,1,0,0,0,0,0,35,28.475,76.9715
unitech espace,house,sector 50,11.5,35494.0,5,6,0,1.0,relatively new,3240.0,0,0,0,0,0,0,0,28.4178,77.0628
